,text
9805, Every border that Islam has with every other religion and non religion is bloody.
19781,if a bitch would everrrrrrr
89, nah im forreal both of yall pussies smell like some dried up crusty fish guts
1870,". Yep, pathetic. Let's examine idea anti fems just hate women. Do misogynists fight for their ""right"" to hate? Or just hate?"
4441, Oreo Frappuccino 
3846," If you can barely walk in your heels or your dress, bitch you are trying to hard"
5225, SOO when we hanging out and makin brownies!!
199,"Oh, no. Not Whitney! It can't b true! &gt;sob, sob, weep, sob&lt; Oh, the crack industry has lost their champion! #RIPWhitney, ya dumb bitch."
7628,Creeping Death still stuck in my head bitch
884," damn took this dumb spic nearly days to respond, wuz really good tho beaner?"
3868," is awesome, if you don't know her. Write the truth about feminism."
11062, We all saw Cantlie's video of how Kobane was entirely taken by the Daesh and only mopping up was left. We are still laughing.
4827," wont drive this my ""Stop Raping Class"" then "
3117,"That bitch was worried about fines? Fuck you. My best friend got jumped by cock suckers. Fines should be the least of your worries,"
2148," Oh nab.. Def not that easy. You may not know, nor believe this but I'm legendary for curving pussy.. lol Guilty pleasure."
9650, If you're attractive &amp; you think ANY straight guy just wants to be your friend...bitch you stupid
2698," old hoes, a ponk, and a dyke outchea having ""girl talk"""
7711, Spit da same game to hoes like da same clothes money bring power so we like a bankroll 
529, what they tell you is their intention is not their intention. 
10655,Hahahaa so people can't parent differently...? Twitter is fuckin trash ahahahha 
5463," This man is a fraud trying to convince westerners that the religion of hatred, murder,bigotry and sexism is something different"
2765, Resisting the urge to smack a bitch 
4495,Not even sweating these hoes &# ;&# ;
4412, These hoes got no chill 
211,"Pussy like girls , zaaaammnn is my pussy gay &# ;"
40, shut yo cracker jack buck teeth ass Am a native and a nigga the best kind
6510,"Pop a nigguh, sound like crisco"
3961, Happy #WomensDay ladies! Good luck with all those sandwiches! #NotSexist
69," hung with all dudes and wasn't fuckin no bitches, so. "
2229, ur a fag
18491,#FreeballoutPartyPart bitch it's going! mo weeks&# ;
2087,"Woke up the next morning like ""why in THEE FUCK did i donate my cheese to these skank hoes"" &# ;"
4546,"Just smoked a whole th of that Reserve, thanks to my niggah "
8824,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | year old hairy pussy cumming on fingers "
1829,Put her in her place cause pussies don't get pussy..
8599,I was grown by the time I turned wit only my grandma nigguh
19152, You Muslims should kiss our ass for buying your oil. If we didn't you'd be riding camels and the population of the ME would be / 
2333,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.
11604,"If you're gonna be a hoe, then don't look for relationships. you lost that privilege when you decided to be a hoe."
7094,Omg more days !! In exactly a week I'll be in Vegas bitches !!! #edclv 
4610, look at you with yellow fever.
5954," I always want to speak to ppl I converse with on twitter but they always look at me like ""bitch, Idk you in REAL life.."" smh"
444,Try to take Othot drugs bitch I'm 'd up
5877,Fuck her pussy &# ;&# ; fuck her mouth &# ;&# ; fuck her ass &# ;&# ; cause she nasty
6584,"I can't wait to post the designs of my new walkout shirts, sweaters, and hats! Should have the official mock up done tomorrow. They're sexy."
1780,""" missed calls!!!! &# ;&# ;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle"
510, Where the fuck were you this summer bitch?
1559,Goodnight my real nigga/bitches 
7820, And you get to put an X on the Islamic bullshit bingo card. 
3689, stfu bitch
318, I'm tryna smoke some dope in that bitch lol
6730, I am a zebra amongst the sheep.
5265,swat to the twat
3387,These hoes ain't loyal...
19842, I hate a dumb bitch.
2066, RT if you like BMTH ADTR PTV YMAS SWS ATL OM&amp;M AA MIW BTF WCAR MCR AFI PE BVB WIM BC SS CTE NSN GD WATIC AA! BFMV FOB F&# ;
4017,"BRUH lmaoo &# ; Them hoes was nasty but I kept eating them "" What the fuck happened to these? "
2321,how the fuck do all these fucking faggot ass randos even find zoe's ask account????
2927,:D Dudes who go to culinary school: #why #findawife #notsexist :)
5650, It's Britney bitch. 
3180, Wanna know if a bitch hygiene up to par. Wipe behind that bitch ear and put it to her nose. If she flinch.....you got ya&# ;
5049, Women have more legal rights in every Western nation. Who is privileged?
5055, When niggas try to act hard but really be bitch made &# ;
5291, haha you were that bitch on our team &# ;
3985,Bobby bitch? Dickhead &# ; TOP BOBBY SHMURDA SONGS: . HOT NIGGA . .&# ;
3323,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really"""
7902,Sassy...? More like femme bots than killer blondes... #mkr
3470,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | Squirting pussy and fingered asshole "
12033, fuck you bitch lol
2006,Omg bruh said this bitch look like a female JB smoove lmao 
4878,This bitch just said Lorde is rock... No
18468, If a raped woman doesn't have four witnesses she will be punished further under Islam.
11280, You got niggas and I got bitches.
8461,"Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri "
978,WATCH-Obama&# ;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria 
6707,I love my haters they my biggest fans... I'm on the field dem bitches in the stands!!!
1936, If a Nigga try to slide in my bitch DMs.. 
3386, I was gonna hold my tongue until I could get into another team but I couldn't do it anymore they're fuckin retarded.
2620,&# ;lbum de fotos: csitaly: [TS ]Fairy Tail - Satan Soul Mirajane Strauss made with The Sims . Happy... 
1598," Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price, the pitching coach"
7922,"Niggas is pure suckas.. If you got a problem with ya mans address that shit, discuss it, &amp; squash it... Only bitches hold grudges."
6601, Lol chill pussy
1623,Doug Martin trash
4291,Wallah does this dumb bitch dream about the fucking lottery to wake up this early and play fuck you hoe.
12061,&# ;&# ; - ugh bitch I love you &amp; that A S S &# ; your just simply FLAWLESS &# ; I remember when you cute a peice of your hair hella short &# ;
3732, I swear bitches fall over niggas who don't believe in combing their hair
3511,Sit the fuck down bitch STFU Y&# ;all act like it doesn&# ;t get cold in Denver.
9374,"I turned on the BET awards for seconds, and got to witness random bitches getting drunk, and D-Wade dancing to R-Kelly."
4111," Islam is a slave religion, both for it's followers and for the people it enslaves, and for the dhimmis it rules."
1665,Big greenmile tweetin ass nicca
2444,Freaky bitch eat the dick while I'm playing madden
19542,#bslfe in this bitch #PullUp st and Washington space A- 
1271, every time bobby bitch comes on 
4717, I used to chase hoes now it's Dollar$igns
3721, yes das def da problem.if his.teacher was a spear chucker he woulda gt both dose rite
3324, #Gemini doesn't really look back at their ex's. Some things just look better in the trash!!
10939, I think your goat is calling you. She is horny.
919,I saw so many basic bitches just picking up my school schedule I kinda wanted to throw up tbh.
1837,"Unk just said ""bitches hit the bottle and they pussy start snappin"" lmao"
4225,I wish a bitch would
8452,"They trying to hoe Todd gurley, Johnny manziel signed them helmets and got off but suspend gurley the rest of season"
9565,i gotta team of hoes like pat summit..
4754,make ur bitch want some more &# ;&# ;
3778, bitch my mom didn't call you
191,maryjane_militant_que you got that bomb azz pussy lol 
3743,Tires fly when I mash the gas... My motor hot and these hoes fast
7309, Not really. There are gamers (male or female) and then there are girl gamers who make a big stink abo...
2120,&# ; When you see the bitch that been talking smack about you in the playground 
1946,You fucking fag &# ; this is exactly what i am talking about women are pigs 
2859,"I watched one and a bitch holding the camera said ""yall need to hurry up...my battery's about to die!"" NOOOOO!"
9069,"Whatever happens, I won't let racism become a big trend again. I refuse. Over my fuckin dead body bitches, I'm mixed I can't be racist"
4062,""" I'm making marack my girlfriend ."" aye b you pullin hoes just like o taught you"
4118, happy birthday bad bitch
1416,"Seen it all before , bitch got a man but she scheming on the Low &# ;"
1563, how? All of the QBs we had before this season were trash. They brought in a veteran so they could have someone to play
18774,These hoes here mane. You are what you let inside you. Remember.
18401, Poor kid. All he wanted was to grow up and behead Kuffir. We feel so bad for him.At ISIS would have sent him to kill
7863,Ross text me back you twat
11620,GTA online today bitch ass niggas
4107," Instagram, the only place you can find thirsty hoes and connects at the same time "
10115,It's summer bitches.
4982,Its crazy hoe we all ken folks im talking all my friends is my family
9657,I think this nigga retarded G
1764,I can't blow bubbles or whistle. I'm basically retarded.
18262,Paula Patton pussy got a nigga on stage on his knees talmbout he gotta get her back tonight
4811, Female engineers make . comp to male engineers. So without specific professional comparisons your info is useless.
5582,Trending: adult human skulls found in trash in Connecticut 
669, One of the vile things about Islam is that it murders people for exercising their freedom of speech.
18196,"I got so many horses , all the hoes say that its gorgeous ... In tha air dats where my doors issssss"
18510," Real tears &# ;&# ; &# ; &# ;&# ;&# ;&# ; Both these outfits trash, but the dyke outfit got me WEAKKKKKKKK "
3300, old cunt needs to die
3342, I think Sheri read my tweet from last night and got help with her makeup #MKR she looks great
9343,OMGGGGG...!!!! Nigga said Jerry ... black bitch.
4609,"Dominoes, moonlit lake, Velvet Underground, honey whiskey = white trash heaven. I accept your ridicule...but just tonight."
1876, It's not till later hoe! Unless your having a sleepover...#Awk
8657,Gab and Bri both fell asleep on me. #hoes
3119, can we plz go to Starbucks and do that. Ebola sounds like a really ghetto hood name tbh.
1415, id chink you if you left me with blue balls
3770, I'm a Get Money nigga So da hoes Love me
4572, Rise of the planet of the apes 
306, thats what i call it too !! Lol its beyond ghetto smh but man u needa quit playin and come back
1297,It sad how bitches wake up being messy like bitch find you another career cause this ain't working out for u &# ;&# ;&# ;&# ;
7702, get this nigguh of this streets
1265,So many bitches in one sentence #fixitjesus
9339,Why is it everytime I go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with teeth
2297, lmao why would we respect him then? he's a hoe if that's true
478,I be telling Mcgirt music ain't enough.You gotta have a non music related agenda.Them crackers want to sell something with your face.
385,Don't love these hoes don't lean on bitches
1491, Most countries are moving in that direction. But not Muslim ones. 
3022,"As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $ champagne eh"
8037," lmao yes I kind of like it it's not that ghetto yet &amp; they are and then he says ""u feel me"" &# ;&# ;&# ;&# ;"
5524,If you only like cheese pizza you're a pussy. Stay away from me and my lovely combination pizza
6935, Because Islamic canon are a pack of contradictory idiocy. In other Hadiths Mohammed says to kill all dogs.
7320,. Agreed. I just hate that society is so economically illiterate they blame sexism rather than capitalism for those questions.
2128," ""A day without laughter is a day wasted."" ~Charlie Chaplin"
11217, These hoes ain't loyal
8416, trigger finger keep my pussy wet? no thanks
3239, hell yea! I don't know what's wrong w the brothas that love these cave hoes so damn much... #StopItNow
4552,"AMERICAN GOVERNMENT PREACHES ""NO BULLYING"" Creating a new generation of pussies! "
4176,Free bird.
18623, Awesome.
1689, Derek Jeter leaves baseball as one of the greatest Yankees ever. (via 
4900,even tho i killed a pussy nigga i hope he go to heaven -Young Thug &# ;
6888,Damn those shiner rock those bud light platinum and that ciroc
19301," RT Lib Hypocrisy alert&# ; bans ""bossy"" but ""bitch"" is okay! #tcot "
1168, This is what happens when you confer the dignity and respect of MLK and real civil rights leaders upon untreated borderlines nuts.
4071," text me, my phone being a cunt whore."
4173,All these touch screen phones and hoe u still got flipped 
11619,Asha had a little voice in my head telling me to fuck with these hoes. Wasn't kendra &# ;
56, Islam is and insult to all mankind. Time to insult the disgusting religion back. 
2667, Scum bag ISIS supporters will say anything to justify their barbaric behavior.
2213, I'm talkin bout sluts and hoes in general
8983,Why would you think Common is trash? Tf
8748,Love my bitches 
10553,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..
7905, shhhh&# ; wrap yourself around me let me kiss the bruises on your heart lick your unhealed wounds and taste the raw wild ho&# ;
693," Drake said it best when he said ""Niggas act more like bitches these days!"""
514, Even that bitch has to admit something isn't right with our #SoCalledLeader.
10212, And if a bitch can't respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly..
112,"Say it's all about the hoes when it's all about ou, even when I'm with my hoes, I tell em all about you"
4436,""" Got bitches in the DM but I don't ever read'em"" which is y your top "
9984, ...for life. Yes.
4468,She a dirty bitch and I dotn have a doubt
4201,"&# ; ""I am not a bitch, I am the bitch. So that is Ms. Bitch to you!"" &# ;&# ;"
1101," bitch please, I'll go to Windsor either way.. When i come up I can bring some also &# ;&# ;"
9448,Good Mernin faggots 
4171,"Drake vs. Tyga beef, Yung Berg, Lil Fizz, Chris Brown bitch rants on Twitter, ILOVEMAKONNEN getting drug off stage. Light skins taking L's"
83,"At the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao"
8302, Do the trolls at Salon know that the prophet Mohammed was a caravan robber? They don't. #Islam
2974,"'Eff it, let's go after the cripple&# ;: You have to see Wendy Davis' new attack ad [video] "
4499," Buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. Who is more manly?"
11237," People r retarded for thinking you can eat ""clean"" food all day and lose weight. Calories are calories people."
19073, Hoes love exposing other hoes on twitter
8878,RT I'm not sexist but a lot of y'all. Females really ain't good for shit except catching semen.
8662, It's not as easy as you'd think to find an astronaut monkey outfit at the last minute.
1071, Objecting to this is what the PC morons of Salon call racism. 
2865,"Bro's before hoes, not bro's over your girlfriend"
6314,Bathing Sphere: Suspended Orb Tub Not for Shy People #bathing #design #weird and yet #cool
6261,Didn't know Alberta had Brampton bitches #flourish
19755,"RT Call me sexist, but I'm just not comfortable with ladies reffing football."
9379, only bad bitches in $roe r u &amp; 
1917, The intellect of a Muslim cretin who thinks Allah made all mankind so one part could make war on another.
3437, Steve. Drasko is the male equivalent of those faux models wannabe... #MKR
942, Cumming in her pussy was love
1686,These hoes say I'm too much. I think I'm too much
654,Every time my mom calls me it's to bitch at me about something lol
765," Oh but those last few that did.. Charlie, Wilma, Jeanne..."
3409, some of them bitches give you more than a virus
4873,How are you gonna be a cunt to your friends
11683, I've been knowing fag
1335, Islam is a believe system based mainly on illusion. Overlooking gross barbarity is necessary.
18741, typical coon activity
6719,"Jesus Kat, shut the fuck up and let it go :/ your a fucking tool #MKR"
4746," Entire unarmed innocent Ezidi families were slaughtered and enslaved by ISIS, so shut up, hypocrite."
6603,"I could say my name butttttttt, ya bitch already knows it &# ;"
4022," Can't wait for the to sweep the Cardinals tonight on ! No matter how bad the cubs are, we're gonna beat the bird&# ;"
450, Girl: I know you got hoes Me: 
7784, Obama Says He&# ;s &# ;Irritated&# ; But &# ;Does Not Feel Repudiated&# ; After Losing Senate (Video) Awwwww...ho&# ;
11011,"She like ""bitch you know I got next, yasss"" "
1629,"&# ; Bouta let Banko kno, I'm goin be a Ronneagle &# ;&# ;&# ; bitch&# ;&# ;"
3805, omg my mom did it on Christmas once if I hadn't been the hostess that year I would've slit her throat
3294,you bitches love yall some corny nigga
143,RT Girls can't catch ghosts! #fact #notsexist #justsaying #Ghostbusters
4123, How you invite me over to fuck but I can smell yo pussy from across the room??? Man ain't that dinner she cook then bou&# ;
5658,That depression shit trash.
9171, bitches crazy &# ;&# ;
3250, the Jacob and Joshua picks have been very similar. As the love for faggot Ruslan as well # accountsGate
18182,I seen Scooby hoe some niggas at the gardens too &# ;&# ;&# ;
10143," War, chopping off heads, raping slave girls, were Mohammed's favorite activities."
3800, Hamas was elected once and have not had elections since.They have skipped many elections. Mursi was going in same direction
4623, what hoes tho ? Lol.
484,Your vaginal walls are inflammed by a fuck nigga that's fucking you and a few other bitches. Cut em as you complete your treatment.
497,I'm dat nigga that these hoes just can't stand... &# ; B.G
990, I just wanna pimp these hoe$ &amp; Ride Rarri's
5997,Cause LSU trash Why they doin the College Playoff ranking shit so early?
8792, we find turtle; we find the hoes!
373,"SMH Maybe they don't wanna be actual whores. ""If you have wet pussy, you shouldn't have a dry purse"""
2803,I love Asian bitches
2484,Cuz its how im killin these hoes
17,Hey fans is this a good score ? #lookingformore 
4671,Bad bitches is the only thing that I like
2172, same. No one involved with the original apparently. And I'm not sexist AT ALL but female Ghostbusters? Li...
8105,Got damn the Lakers trash....
6931, you talkinfgalot of shit but you cant back dem words up tho bitch ass nigga u not talking about fighting
2710,"Man these bitches are so boring yo. Where the outgoing, fun, wild bitches at"
10802,my NECK! my BACK! Lick my pussy and my crack!
3592,never lose bitches chasing money &# ; #Priorities
1127,""" That long distance shit wack I knew the bitch was cheating""- uh oh"
4799, It is justice to punish your parents if they taught you murder like Islam teaches murder. 
1946,I slam duunkk hoes cuz I can't lay up
2715, If you was a hoe yesterday you'll be a hoe tomorrow
3349, &# ; #MyGirlfriendNotAllowedTo have milkshakes.. let that hoe bring one boy to the yard.. and watch what &# ;
5975, Surprising how big of a pussy Hulk is. #BRAvsCHI
717,""" most hated but the hoes favorite "" # MW #SevenOne # "
4392,"Welcome to the family, Mia Meli! #new #puppy #adorable #cute #fluffy #mutt #mybaby #girl "
3596, ..............&# ;
1437,Morning terror read: % of the ocean's trash is gone and no one knows where it went &# ; 
2531, BREAKING: Yankees acquire Lebron James in a team deal per sources 
4838, and you look like hmmm a nigger
9055,Bad bitches in dirty ass houses &lt;&lt;&lt;
2227,The girls can cook for me anytime. Just not hot pot... or spatchcock. #MKR
2888,"Don't need it. I'm not sexist but with each post and bitter comment I have less and less sympathy for the female ""struggle"""
3531,I think I figured out where white trash Americans come from: the rural parts of Europe.
4714,Lmfao custy bitches be like ( ) come on in
11103,"I was accused of never taking a full front face shot, so here is one. No slant or angle or nothing. :) "
1191, Waka gone kill dat hoe lol
1952,We would be much better off figuring out what to do about Islamofascim than ranting about freedom of speech or who went to Paris. #Islam
20055, I have hoes lmfao
4420, #YesAllMen these hoes ain't loyal
20071," word, bird"
9162, &# ; wussup bitch&# ;nun finna take it in
5870,Kat is the daughter of satan #mkr
4674, This tweet was a booby trap and I caught hoes. 
8578," I hope my kids don&# ;t disappoint me by coming out ugly, I got too many plans to get hoes indirectly with them."
2660,#KCA #VoteJKT ID AusPolQuestTime: Meh Ash and Camilla .. not a big fan of them much... mostly deluded #mkr #mkr 
1961,"NBA, handle your zebras."
7242, now I'm chewy high with a hard ass dick. Ooh there goes my pager could it be a trick bitch?
10962," When Lil Wayne said ""Even deaf bitches say ""Hi"" to me, she tell a blind bitch and she say ""I gotta see"""" my headphones ju&# ;"
229,I'm finna see the Yankees win a baseball game
3910,How did these girls on #MKR even pass the test to cook on this contest? #getitright
10730,"&# ; ""Finally got a hot bitch to dance on me, came in my pants while she was grinding on me. Lost that chance""UW-Madison&# ;lmao"
4709, bitch mind your business
91,""" &amp; you might not get ya bitch back &amp; thats that """
1566,"""Don't know no ugly bitches! Don't know no broke niggas!""-- "
5250,"That shacking up shit for the birds, yo"
8297, For every bad bitch there is a nigga who treats them like shit &amp; yet they stay..... I wanna ...
1319,RT Ok so i hav a girl replacin my battery its kinda strange......#NotSexist
4262,"""How you doing, crazy bitch?"" is hilarious!"
18558, bitch go get a life before I block your lame ass
4468, Being nice islam is like hugging a serial killer and thinking he will stop bur...
4941," you could have helped Mellie, you revolving door-shaped head ho. You aren't quiet when you're balls deep &# ;"
9790, Charlie Crist Leads Rick Scott In a Florida Governor's Race Where Every Vote Will Matter 
8851,this bitch bad... firebird shit ain't even drop yet!! 
6258,Kill la kill was trash
2532,"dope in the bag, pretty bitch on the side I sell dope in the back,if you tryna get high #ty"
18419,"neither have i :-/ I just...why...ok. ""I've never had a nigger cock"" "
9590," where's the girl I could pack this bowl with? I know u out there hoe, quit playing"
11583, you a hoe for that I'm rolling &# ;&# ;&# ;&# ;&# ;
582, More of the same kind of burning by other Muslims. #Islam
18199, I'm not sexist but litteraly I'm sorry sometimes women get too many rights. Yall ain't innocent at all. Like men can ne...
4575,What an odd place for an asterisk. I'm not sexist but *most girls are fucking stupid.
2199, Sounds like they are holding back info.......Yankee shill
3301,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
10848,Zelda bitches lol 
10534," If your boy breaks up with you and has a new girlfriend a couple days later, then there was something you didn't know abo&# ;"
1687, straight up your hoes can wait !
8344," No, I meant...can you explain why telling a person you are arguing w/ they cannot get laid is wrong."
9702, you bitches with A cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies.
6419,Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night
3311, I hate these Mo'ne Davis commercials. Bitch is gonna end up either a dyke or a loser like every other female.
2426," Her very actions are proof that she is a liar and a propagandist, because if she did to Hamas what .."
636,Celebratin while you hatin bitch.
9829, taking off like a bitch bra
8471,RT Niggaz buying p***y....Niggaz buying p***y. + Don't start this hoe shit...
2203," burn forever, bitch."
2371,Omg Crazy Eyes aka Kat is crazy! Karma got her back after she laughed at Annie's dish #MKR #MKR #crazyeyes
774," If this ugly to you, you either a gay nigga or a hating ass bitch "
10701,Let him fuck his side hoes in peace smh wish my boyfriend would respond to my texts :(
5634, A bitch will fuck wit a dead beat dad as long as he cuttin her checks&# ;
3987," Fam... &# ; You a faggot for kicking a field goal just got beat to in Madden""&# ;"
10255,Lmfao.. oh i forgot.. texting it to u now I told u to text me what I need to buy for the salad a bitch hungry
3526, &# ; Small ass pants &# ;&# ;bitch &# ;&# ;&# ;
322, When a hoe get outta line featuring cat 
838,"Holy fuck. White bitch with "" baby daddy"" straight goes ""who uses condoms anyways"" Bitch maybe you should so you'd stay outta the clinic!"
1642, Feels like it's been a year since I seen ya queer lolol
3786," In fact, Mohammed and his thugs were starving before they captured Khybar, stole the Jews property, and made them pay to live"
2648,RT I'm not sexist but BITCHES CANNOT DRIVE
11417,You should have to be over foot and lbs to buy a truck. We know most of you get em cause you're scrawny country pussies.
2661,I just wanna cuddle with my boyfriend under a fuzzy blanket &amp; drink hot tea and have my hair played with so I can go to bed.
19779, Did you learn that logic in a madrassa?
3030,I miss my fag friends
515, these hoes gay thats why
129,If she a hoe I'm a hoe.
4059, Column in questions #EmmaSulkowicz coverage in view of my piece 
3298,"RT First, female sports. Now we have female refs and female announcers...what has life come to...#NotSexist"
4557,she thru me dat pussy but I never caught it... u asking me why yo.. it got to much mileage
433, thats right niggah Netherlands!!!
1231,This art shit lives forever bitch! Keep the change!
1490,"Savage can fuck right off, shirty cunt"
2781, my fuckin back still hurts but it was worth it. And I'm still mad about the hoe incident. Haha. 
18092, Ugly bitches like to argue a lot.
11027, i swear u a fuck nigga u a scary little bitch u think this a game huh?
3864, grindin cuzz thats all shit dont stop wats good witcha thou bitch you been mia too
4827,Boy damn jitt got his ass bitch slapped in da court yard comin to th period &# ;&# ;&# ; i was yelln n shit
3255,"&# ; If she's sending you nudes on snap chats but your not one of the guys on her favorites, she a hoe.&# ;&# ;&# ;&# ;&# ;"
5492, Screw Francis. Any Pope that will not stand up for freedom of speech should not be Pope. Get rid of the clown.
10900,"""Females"" and ""guys."" I'm not sexist but a lot of females lack true logic sometimes. A lot of guys are just dumb though."
2576,"I hate when bitches say ""bro"" and ""bruh"""
1847, Can you explain why what she described there is wrong?
2028,I hate yal I'd delete my twitter if I had somethin better to do bitch ass niggas
9621,These hoes kno bout me
7, nigga yes you do! Take me on a ride in that bitch pleaseee
7289," Eric Holder from #ferguson: ""I understand that mistrust. I am the Attorney General, but I am also a Black Man"" "
26, &# ;&# ;&# ; real rap fucked that bitch lay up for the day that's really disrespectful like bitch u couldn't feel the throw up coming&# ;
7716,# WordsAfterSex is that all pussy bitch?
2393,""" i spend my money how i want bitch its my business """
2917,i pop dontae already &amp; i got bitch for dah Big yaknow&# ;&# ;&# ;&# ;
4265,"Grats to Haye, still a bitch though"
10253,Gotta question the nicca standing next to you cut em off
9669,These bitches couldn't even model socks in the Best &amp
20012,Who told this midget hoe to start stripping
12007, you're not fucking relevant... you get followers from follow trains and then unfollow people because you're a faggot...
3816," Scum bag Islamists evacuated all the Christian and Ezidi civilians from their homes in Mosul, Raqqa, Sinjar."
166,"Keep it real, Keep it real, Keep it real, Keep it real. Nigga say he fucked my bitch and he couldn't wait to squeal"
4674, this is very annoying to me im gonna vomit out of annoyance bc i am a little bitch
10177,"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters."
9242,You're a dumb bitch. Wow.
843, fosho my niggah il be over there just been real busy lately
851,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Erotic | Erotic and wild tits and pussy fucking "
4959, Like I know I can be a bitch sometimes but some people need to know their levels
11430,Is My Kitchen Rules about cooking or bitching? Seriously guys. #Mkr
18367,All a nicca need is time .. #BePatient
10995,Only tweet me if that pussy got superpowers
197, what a retard
10577,"Want to go get this brownie, I'm stuck doe."
380," BITCH you scared to let it off , yo daddy wasn't no DAWG. yo mama had more heart than ya daddy bitch ass."
10864,See when you paid them bitches pay attention but when you broke you never mentioned so fuck em and keep it strictly pimpin
482, stfu dyke looking hoe.
18717,Then again... bitches are expensive and I'm on a budget boo. I can't afford all that shit you bitches be wanting.
4351,RT When a woman gets in a wreck I'm not surprised. #notsexist
4105," Sex on st date dont mean you a hoe, waiting days wont make you a wife, cute pics dont mean y'all happy, having a titl&# ;"
431,Someone get kat out of this competition now!! #mkr
7080,"""I'm not sexist, I just become instantly virulent against women who accuse me of sexism."""
3394,Dez is caked up with some bitch or something cause hes not playing like Dez Bryant
7199,Will Hillary &# ;dodo-bird&# ; Be Dems Candidate To Take Over Obama's Job As US Prez? DoG via 
4808, This bitch tried to give my dick a hickey
2145,Country Bumpkin Word of the Day : yokel 
7098, Chicago will not refund $ . million made from red light tickets issued after yellow lights were shortened 
744,"if ice jj fish gets all these looks , who really trash me or him"
5227, I'll find you a ride. But it's no pussy shit and that was some pussy shit &# ;&# ;
1264, Now a days people find the littlest and dumbest things to bitch about. It's pathetic.
9232,You a dike cause yo man a pussy.
10139,Me n niccas ya type Neva exchange #'s .. Wanna talk down n still gain from us!
20038,&# ; A new breed of white girl... she slammed that bitch &# ;&# ;
1504,"#longhair don't care got my #gayboyproblems everywhere, I'm a #bitch I'm a #champ, I'm totally full of&# ; "
2773," Mariano Rivera now has a street outside Yankee Stadium named after him, which Giants have also had similar honors: "
1855,When niggas gimme their mixtape and it's trash #YEET #Fatality 
19451,"Take a bitch to Soho for some froyo, tell her she gon blow it, Romo"
9898, y'all niccas bout to blow fool!! Lol can't wait for the world to see this Detroit shit nicca!
227,"if dey go to linch together, she gon eat that pussy befo they come back...."
19067, No the hatred was all started by Mohammed. 
18263, The Quran writer imagined god as egotistical and as wanting to be worshiped and bowed to because he was unsophisticated.
2684,it is my God given right to have white bitches
6483,Weird frosted colored lipgloss is weird...
3326,a bitch in my math class right now is actually eating just straight up Nutella &# ;#WEREYOURAISEDINABARN
3182,I hate self-rightous Black bitches.
4023,"#BOB Bass over bitches bitches on his dick, fishes on the dock"
4846," Them hoes are temporary, but a good woman will always be a good woman."
671,guy complains to me: #gays are over-sensitive... my response: and look at you complaining like little pussy. waahh waahh #hypocrite
18258," People who aren't full of hatred tend to be prettier, like this girl. I theorize being hateful makes one ..."
644, they are wrong you are a nigger always causung mischief among ur own people
7845," every time I beat you I'm ""being a faggot"" maybe I'm just being better than you lmao"
18489, rt if ur a sassy ass bitch
2124,I bought a and went back to the neighborhood and busted that bitch!
1787, you egg spam bitch
2964,Where would me life be without God and I'd probably be living In a trash can haha!&# ;
2340,All these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms &amp; aunt jamammi's fakin da funk.
2360, check cashing on the corner of El Cajon and calwood it's across the steer for pollo loco
11366, Irrelevant people talk so much shit like who the fuck are you bitch
8908," LOL that Caitlyn.. ""Can't carry retards"""
6207,"If you see me , SPEAK bitch. !"
3822, Maybe you should learn intro stats b you lie ht...
5133, bitch get punched tf out lol
1106,"Y'all men need to watch these ""cream pies"" bitches be having yeast infections &amp; on a day monistat treatment. Know the difference"
8778,That was trash. I'm just gonna put my phone down. Goodnight
2491, Mohammed owned slaves. So if you are against slavery you are against Mohammed. Otherwise you are just bull shiting.
4449,Listing to my dumb ass mom &amp; just getting my eyebrows done at a new place the bitch fucced them up &amp; I have picture day tomorrow &# ;
1169,How about a Charles in Charge movie with Shia LeBouf as Charlie and Ryan Gosling as Buddy. #WhyNot.
