,text
882, really u use in another nigga name and u follow a nigga who doesn't fucking like you your a faggot kok eyed mother fucker
16499,"This bitch is talking to herself who the fuck does that, bitch u need help with yo im hearing vocies in my head, #lockthatbitchup.."
1275, im fukin yo bitch u mad as shit
716,&# ; What&# ;s going to be your pick for #SelectionSunday? # for #WatchLikeaKing Dis make colored folk happy
9830, ok! you billy goat hair hillbilly
8270, nd and last time I'll ever call you that faggot
2323, this ho Korina is craycray.
3944, Sarah burkes pussy b like 
900,Freshman year I remember like it was yesterday. I was lowkey plotting on the baddest bitch. But some clown ass nigguh swooped dat up lol
2123," As long as its not one of those ""special brownies"" right?"
2501, No-TV-During-the-Week #parenting rule has thrown quite a monkey wrench into #RooseveltsPBS viewing schedule. #DVRtime #&# ;
1412, I need some red green &amp; yellow pants &amp; helly shirts express
8899,"all these beautiful bitches, sucha beautiful thing"
4589," hoodie is a little bitch, when was the last time you heard about hoodies ""team"" mike put all hi&# ;"
9247,A fat bitch &gt; A strong black woman &gt; Kim&gt;Kourtney&gt;Kendall&gt;Khloe&gt; Kylie
8702,"I know Outback when I see Outback, hoe."
1979,Fitzpatrick is trash bruh
2272,Like freaky bitch but I fucks with her
3642, here come the desperate hoes &# ;
9766,"Poor Leo,he can't help havin resting bitch face. I feel ya home skillet biscuit"
3092,"You mad cuz she fucking on ya enemy? She wins Cuz you letting that shit fuck with you. You can't control these hoes, why stress?"
1264,""" Can't worry about a bitch that ain't worried bout me"" #real"
16209,I live for two-bite brownies
1000,My niccas was too Real fa these Streets #RIP Ike #Free Nwax 
1229, we could get matching burner phones and be ghetto fab for a few months
3611,I curved yo bitch. Your welcome.
32,don't bitch about my attitude because you're the reason I have one
3725, hoes.
510,yo hoe will get slayed . &# ;&# ;
3937, Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &# ;&# ;
2224,&# ; Nobody cares about KIRK Bosley no&# ;I care bout my cousin hoe
980," I wish you wood, Like a tree in this bitch"
1358,Lmao &# ; That's all it take ? Ima start lifting bitches up after the club too
3292, You guys are all the best love you nig nogs #indyfam
7666," Tell a girl to ""calm down"" she'll act like you just kicked her in the pussy"
9455,I was getting to the business while you was chasing the bitches
396," My bitch bad, she from the island"
3461,Ima pull up eat on that pussy and dip &# ;
362, Robin Thicke doing too much to get Paula back. That pussy had to have been &# ; &# ;.
3474,"These sons of bitches came into his chruch, threatened to kill him"
2687,""" All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)"
7,Dumb cunt
6129,"gotta tip for the monogamous niggas, yo bitch fuckin' anonymous nigga."
1309,Red bitch with me dark skin friend callin talkin bout come and get me
1073, That's actually non-English. Because #okiecops are filthy white trash who are all criminals.
3208, Takes a ho bath He's terrified of water. How TF does he wash himself everyday? lol.
8759, he wasn't training gook boy doe
603,I need a trippy bitch I ain't wit that cute shit
1803,Jaime dont make me look like a bitch lmao
246,lol when you @ bae game &amp; an unknown hoe screaming his name loud asfck &# ;&# ; 
4560, u aint bout it wop
5239, I can't be homeless in .... but them bitches better not slip in 
6408, unless bitch is a word for awesome they are wrong
4996,Yo bitch wanna fuck the squad
4025, My ex told me once she wanted me to get her a gift that would take her breath away so I got that bitch a treadmill
6786, Little sissy bitch
761," "" &# ; If you ever had an abortion you got cemetery pussy&# ; &# ;"" omg lmao"
341, I'm such a sarcastic bitch its beautiful
3277,"Charlie Crist (R, I, D - FL) rumored to demand a recount. #sayfie"
823," lmao I've always wanted to ski..bust my ass or not I'm innat hoe, fit and all."
989,Both of them hoes losers and need to hit the gym
1334,"In other news, my eyelid is STILL spasming. Putting on mascara today was a bitch. #wtf"
6075,If the servers for black ops acts gay today this is my bitch fo the nite 
189," Hot off the press, here&# ;s Todd McShay&# ;s first post-Combine NFL mock draft, including a new No. . "
336," that's Arabic for ""you one pussy gettin motha fucka"""
170, Fucking James tried to tell me Jawga Boys sucked. I went ape shit dude 
2289, dumb nigger
3318,Lilly just tried to climb up a tree after a bird and completely failed oh my god &# ;
1982,I woke up in a bed full of bitches that I ain't even fuckin
7241,I ain't cutting my hair for u hoes at hc
1588, ghetto=black
2672,#WhatWouldYouChangeAboutYourPast the hoes I wasted time with
16482, faggots
993,"&# ; If she buys you a tattoo, wife that girl&# ;&# ;&# ;&# ; &# ; this bitch"
1974,&# ; The day you unblock me you will become a man again. But that won't happen so you just a bitch.&# ; lol
2720,Lol im out here curving bitches like im taken
2081,&# ; Alyssa you ignoring me bitch but you better text me back cause I'm serious !&# ;fuck u smokey
1784,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &# ;&# ;
3244, Overtime bitches.
4573,so. mad... We live in a world where whitey can go to jail for a word other folks wear right on their hats &amp; tshirts. If I wore that shirt...
6340, shut up faggot
2503,One thing I never did and that's love a bitch cuz I'm Drillin shit. I only love my clique
15904,"Luda said that his bitch bad, well mine looks better in any weather lol"
4411,Yuu Hinouchi gets fucked by two guys until she gets her pussy&# ;creamed 
4283,&# ; GRAND OPENING ! &# ; TOP CLASS &# ; Oriental Massage &# ; PERFECT !&# ;/ 
8788,Where all the nd string bitches at?
3681,&# ; done w. All these fuck niggas &# ;&# ; snip snip hoe &# ;&# ;&# ;&# ;&# ; stfu
8890,I like a cool bad bitch. She know she sexy but her attitude is like ehh whatever &# ;&# ;
1336," she like ""imma stop talking to you because you vibing in them headphones"".Talk to me and come get this pussy in other words"
3611,RT Miramar had the baddest hoes shid hoes looking like they was in college + HAD
3601, ...you are a lazy redneck. Get back to work governing. Stay off twitter with your lying bullshit....#stockmantheliar
9747,&amp; I MOST DEFIANTLY WILL NOT let no bitch who FW a nigga I ALREADY HAD get the best out of me &# ;&# ; Fuccin wit my Hand-Me-Downs &amp; shit
2582," The fuckin pussy makes fun of people all day on the radio, someone calls him a creep and he blocks them."
1439, You are an ignorant cunt.
43, Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.
1488,"""Who the fuck you callin jiggaboo, nigga?!"""
493, until the world sees faggot jungle bunnies are fucking and one got pregnant
737, nigga i really dont give a flying fuck but if u wanna talk shit then back your words up and scratch stop being a little bitch
2181," &# ;&# ;&# ;&# ;&# ;&# ; I gotta keep my ""hoes"" on private."
8437,I got lean I got work I got bands my nigguh
1967,The redskins should change their name to the injuns
1446,Gorgeous RT Calico Maine coon cat 
7289, everything but im outside come get this bitch
8660, hahahh thank you fag boy! #represent
2405,got my bitch in her whip coming to pick me up
5366, they still fucking trash. I cant eat those to save my life.
459, Eat her pussy and look at her like &# ;&# ;&# ; 
985, fag
956,Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets
4995,from conversation at that... &# ; These hoes be falling too easy. &# ;&# ;
1326, wanted me to let everyone know he downloaded the whole Acoustic Justin Bieber album #fag
270," &# ;Daddy, Batman&# ;s parents are dead.&# ; &# ;Yup.&# ; &# ;And Superman&# ;s.&# ; &# ;Yup.&# ; &# ;What am I going to be when you die?&# ; &# ;Sad ho&# ;"
15043, What y'all hoes up to?
455,&amp;&amp;' hoes round here just opening legs like Walmart doors
589,I'm turning into a heartless bitch.
3245, I figured I was just shocked out hoe old that tweet was lol
9258, bitch stop harassing me!!!!!!!
7891,&# ; One wrong move and consider your bitch mine 
3597, I smashed her an dat pussy was wet &# ;
4427, This isn't some privilege to be thrown around all willy-nilly. You've gotta earn the right to call me a bitch.
3577,Yes I love sex I told yo bitch being the rubbers
15694,"I hate when ppl come to my house and make a mess in the bathroom, like bitch do I come to your house and play in the sink? noooo"
279, don't cheat if she a down bitch
6565, you far asf too nigguh
6539, ion put shit pass a bitch
2430,Foley Abduction Linked to British Jihadi Kidnapping Ring via 
314, can't dm wigga cause I can't even get a follow back &# ;
216, bruh did go out like a bitch thoe lol that should not be his final match
1785, they trash though?
4901,Everybody got some to say &# ;everybody hate&# ; if you ask me &# ;&# ;every bitch gay &# ;&# ;
15463,""" Im a boss ass bitch"" ...that needs to sit in a corner"
2193,I got bitches geekin sneaking cocaina cross the customs &# ;
6409,And dis nicca still rapping
5624, see bitch this is why you have no friends
6266,&# ; I'm tryna get some snow day dick &# ;&# ;&# ;&# ;&# ;gon make a nicca have a wreck out there Tryn pull up on ya &# ;&# ;
7610, Charlie Baker!!!
3030,"' You tall tree ass females be ' TALKIN bout "" Catching Feelings "" , bitch you need to catch this touchdown... "
2662, idk who gave that bitch my name
1884, bitch
5506,"&# ; I be laughing when my ex be tryna stunt, bitch you forgot I went with you I know what you got &amp; don't got &# ;&# ;&# ;"
3529,Spiff tryna hoe
584," "" "" Nigga messed with the wrong bitch &# ;&# ; &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;"" "
3695, Humans are genetically closer to chimps than chimps are to gorillas. But we are all apes. Have a great day you clever twe&# ;
1283,"that was me trying to be ""mature"" about the subject. what kind of fucking pussies are you to bitch about a satirical tweet against asians?"
3312, cause of the loads of pussy you get right
3352, He actually good lol don't hoe him. But I mean that's some road to glory shit &gt;Go to Northern Illinois* *Undefeated &amp; Heisman*
15323,"Can't stand when I see a female just get out of relationship &amp; days later their ""talking"" to another guy , hoes gonna be hoes smh"
4576, She&# ;s not a hoe cuz she&# ;s not attainable to u bro.
3233,"RT "" I almost ran this fine red bitch over."" Damn + lol"
1278,The birds and the bees &# ;&# ;
3306, faggot
3146, haha yuhh that hoe was funny
8120,"Don't get your main bitch and side bitch confused, there's a big difference."
1899,"#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... #faggot #rome"
8174," I got hit on today!!!! I'm back, bitches!!! *dies*"
1127,"Like damn hoe I gave you a chance when you was average, Why you aint beauty make over when we was together."
8910,Bussy Is that avi pussy poppin on a handstand??
1428, It's bout that time were I feel like beening a hard working woman .....and a stripper hoe by night do&# ;
1131,If you not lickin toes you a basic bitch.. And I can't fuck with a basic bitch
1106,#WestVirginia is full of white trash.
1166,"Take a bitch to Soho for some froyo, tell her she gon blow it, Romo"
2678,niggas w/ bitch mentalities is a no go .
8729," &# ; Can't believe I actually killed a cockroach.&# ; smh you a bitch, that was probably ma nigga Eduardo"
9309,&# ; I could write a book on the things hoes say.&# ;no way Jose
16099, wud up nig I gotta new number text me
7899,You little twats.
4299,Browns and redskins shouldn't be considered nfl teams
16175,My momma keep talking to me like bitch gtf I'm on Twitter.
1397," &# ; Kayci and I greet each other by saying ""hey cunt"" like it makes me lol&# ; -The only person okay with me cal&# ;"
7008,"You ever had a piece of pussy man, that be on your mind like money?"
2041, I haven't seen that hoe
16391, real shiit my niggah &# ;&# ;
4086, what bitch tried to kill Kendrick Lamar's vibe?
8931, Surprising how big of a pussy Hulk is. #BRAvsCHI
8918,"Hate when bitches tryna put you in the friendzone...bitch I'm tryna score, put me in the end-zone"
3078," bitches like u be proving my point, u speak on shit u know nothing about I got a fucking at studio movie grill just stfu"
16287," Bad bitch, HTown, keep it trill ya'll know ya'll can't fuck aroundddd"
9389, I took it harder when Rivera retired. I'm not a Yankee fan but I have a lot of love and respect for em. Especially the core 
572," I know ya friends tellin u, leave me for good, but fuck them hating ass hoes babe"
3860,When you colored every day is Sunday
3891, It's okay chiquito &# ; I'm not in the ghetto anymore &# ;
2415," also you can only refer to a girl as ""bitch"" if she has sucked your D #BetDat"
2255,brass monkey dat funky monkey 
491,I was such a pussy back then lol like its crazy
3825,""" Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe"
6061, bitch don't reply&# ;
71,You niggas that would rather your girl wear jeans and Js instead of a tight dress and heels are faggots..
8436,PND is my jigga man.
16041,&# ; How do people even get crushes on me. Im like a total bitch.&# ; &# ;
3920, Stay safe and remember if u a girl and u on ur period don't go to a party and&# ;..bitch jus stay home u gross as shit
1214,My sister told me that I look like a bird. While my past told me that I look like an alien.
3810, hoe ass nigga lmao
402,Goodnight pretty bitches n real niggas fuck da rest
723, bitch bye you can't get it
8700,Sick of your coon antics Accuracy &# ;Henny &gt; water&# ; &# ;&# ;&# ;
1010,wow im a bitch????? nice to fucking know.
239, Every bitch with her ass out on Instagram bio be like deleted at k for booking email backpagepussy 
24, I hate when ppl say hoes aren't loyal. They supposed to be? &# ;
3056,"&# ; "" i think if my girlfriend were to get locked up shed be the first one raped.#pussy""really bitch&# ;&# ;&# ;really swerve"
73, naw fuck u bitch and go suck up cartier
5018, go to sleep niggah lol
265,A fuck ain't shit to these new age hoes
1167,Chicago hoes love pink lipstick &# ;&# ;
1666,Fam. &# ; Telling bitches you're sterile so you can hit em raw &gt;&gt;&gt;&gt;&gt;&gt;&# ;
1633, Being a hoe means FUCKIN a lot of people NOT TALKING to a lot of people! Y'all mufuckas be having shit mixed up! &# ;&# ;&# ;
1150,"i got, bitches like I'm Sosa hoe.. my jewelery shinin like some mop and glo"
1619,&# ; Name something trash&# ; Cavs
8742,Kick that bitch right in the pussy.
4655," My favorite line so far has to be ""being blind must suck, because you can't ever be an asshole."" Made me ""ho&# ;"
2106,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.
1933,Only white trash watch football.
7498, I'm honestly surprised some of u guys have ever seen a pussy
6590, you're a lying sack of shit because I know you love me #lesbian #jk #jkbridgeturstraight #fag
3065," These Thots keep saying all niggas want is pussy&# ;&# ;....Well bitch wtf else does your broke, non cooking, ass have to off&# ;"
5070,LMAOO beans this bitch is so stupid smh 
2781,Like I can't have niggas thinkin ho-tep talk time is apart of my party sets.
4043,I hate a trash bad bitch
4151,These hoes need Jesus y'all.
1762,I can taste loud n pussy on my tongue &# ;
2528, fag
5461, I wonders why dare ain't no colored folk up dare?
1627, Reason # I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.
1820, years of racism and they think nigger hurts my feelings lol. White people are funny.
3507, bout to be in ike a couple hours
2444,And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(
626," Kanye was like... ""If ANY of you bitches even THINK about attacking me in the elevator&# ;"" "
3658, What a bitch.
6546,&# ; Females get irritated FAST &# ;&# ; fuck them hoes
2738,All y'all bitches corny lol
6771, bitch get yo duck ass off my shit
9215, bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense
6184, Most of these niggas go broke for these hoes !!
2564,&# ; dreamgirl McKee &# ;&# ;Ooh! Bet you wooonnnttt stick dat hoe
7285,"Jus waking up and hearing about this lebron sheet , what a dummy . No respect for him , go get ya rings and come back? Real admirable #bitch"
2353,The emoji I use when I'm flirting wit bitches ---&gt; &# ;
5153, bitch y u ain't come to school
549,Between this trend and the vines acting like women its like niggas couldn't wait to be faggots 
1436,Niggas be bitches hoes be bitches ion see no difference
2281,Ladies love a real nicca
8366,Hit his bitch I'm like shaggy I'm like no it wasn't me
1681,See&gt; Its a FINE LINE&gt; Killing #faggots doesn't change the source of their creation. Which is #Stupid PEOPLE #overbreeding&gt; #PERIOD&gt;
9092,I wnna go to ihop bitch
2531, - You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.
2988, When a hoe says hi to bae 
2664,"If everybody already hit, Of course a nigga can't take you seriously.. Idk why hoes be so surprised.."
5020,&# ; Got the carburetor foyer my #chevy c being rebuilt by my #redneck friend ... everybodys got one!!&# ; I need they can build
1643, what pissed me off is as males WE JUDGE females pussy. How you gone judge your own get mad and deny its loose because YOU have a gap?
2020,Fat bitches need love too I'll fuck em &# ;&# ;
1474," ""This bitch is just dead weight"" - Pallbearers"
20, a bitch got &amp; I'm trinna change &# ;&# ;
7669,When a real niggah want you
612, Trying so hard to resist the urge to smack a bitch 
9164, Andy went from owning toys to owning bitches.. And also tf is that coke doing teaching a class? &# ; 
7215,"Sure I got a nice car, a inch tv, stainless steel appliances in my apartment and a few thousand twitter followers but I ain't got no hoes"
3136,"Sorry hoes, but L.O.V.E. does not stand for Legs. Open. Very. Easy"
4172,What a dumb bitch
3340, hey I'll leave Abbey too! Oh if I get a job on the slope I might move back! Cause id lose out on lots of money buying tickets
2335,Lmao redskins turnin up
808,I cannot be worried 'bout no bitch Cause I know a bitch could be somewhere sucking a dick (ayeeee)
2935, &# ; look ghetto but it work 
5611, I know all those Pacer fans who stayed clownin D. Rose are all on mass suicide watch now... Karma is a fat bitch wit a beard &# ;
3803, Why is Arizona hot as hell and then literally minutes later it's fuckin Hurricane Katrina up in this bitch
3172,hold on bitch im about to pray then after that imma grab the bible
2939," ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" "
3465, nigglet &# ;&# ;
57,Why do I have the worst BM in the world smh this bitch the devil !
15112, facts &# ; ... IDC Iont have no bitches so I'm good lol
2323," damn took this dumb spic nearly days to respond, wuz really good tho beaner?"
484,U bitches still fuccin bush
15279,Put that on everything I love. Ain't no ugly bitch Finna talk to me crazy in my car. I'd put her ass out and make her walk
668,Am zoneing they say I'm possessed it's a omen I keep like the Romans with bitches with the trojans I been a menace for the longest.
15697,I hate pumpkin flavored items you other white bitches are crazy they're nasty &# ;
635,*Teachers call you a pussy for not doing senior skip day*
4201, bring it bitch.
15404," *when bae sings ""it ain't nun to cut that bitch off"" with too much enthusiasm* "
5301," my lifestyles raw dog, one magnum will put a dickhead in the hole, and that was cumin out of the pussy lips"
6318,"[ - - ] : pm ""son of a bitch ate my mac n cheese"" "
2869,&# ; They not evn hoes in silence anymore&# ;proud of it .... then want respect
6161,I wonder if that bitch dead yet
4073,&# ; Did I just start crying? &# ;&# ;&# ;&# ; bitch &# ;&# ;&# ;
9059, &# ; You think she classy niggah but she really ratchet&# ;
503," I be like wassup bitch?! &# ;\( &# ;o&# ;)/&# ; ) ) | \ | |_ ""huh? nothing"" that's what I thought hoe. (&# ;o&# ; ) &lt;) &# ;"
5339, wet pussy makes the dick slip out &# ;&# ;
9578,&amp;&amp; when Tha bitches start hating &# ;&# ;&# ; that's wen a bitch lost me &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;
1396, I put lotion on bitch ass nigga
2928, make that llama your bitch
7789, Naming my son Caesar. Dawn of the apes is the absolute best movie I've ever seen in my entire life.
2902,Turn a fuck nigguh to a rebound
3919,When I wanna nut an she wanna nut at the same time I'm Peyton Manning this bitch audible OMHA
4586, Lots of bankrolls &# ; &amp; hoes &# ;.
583, THIS is how you honor Native Americans. #changethename #HTTR 
9380," once i take my bra off, don&# ;t ask me to do shit for u bitch bc once that bra comes off, i am clocked out of life i am do&# ;"
1651,I guess that OH was a bitch I don't! Ha
8050, Oreo 's 
3566,"Lynch mob thugs threaten Zimmerman jury; &# ;N*ggas coming for that bitch ass&# ;jury&# ; The hatred won't stop flowing,,#War"
3024,Celebrities teeth really be white as shit. I mean don't get me wrong my shit aint yellow by far but I need whatever toothpaste they be using
1723,"Let niggas hate, bitches loving it."
4450,We don't love them hoes !
395, copy my tweet again you ginzo
1668,I feel like apart of the in crowd like yes bitch lets indirectly talk shit &# ;
3286,&# ; fuck you ugly lol show them teeth&# ;&# ;&# ;&# ;&# ;&# ;&# ; bitch fuck u
2513,""" I don't trust dese hoes Nikki told st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn"
853," could never kiss up to a bitch or follow up being someone. not my cup of tea , you hoes look foolish"
7155,&# ; &# ; Dumb bitch award goes too .... &# ;&# ; that's all you Uncle Sam !!!
16412, Mmm no thanks I've been saving mine up for this point in time....fucking queer....
3799, look at what you just said lls new era Girl bye kill bitches w Kindness &amp;&amp; wht cousin?
2424,#anywere &# ; LA = palm trees and great weather Any were else = horrible weather and no bitches&# ;
4028, Oh yeah. And the annoying damn duck calls?? They outta be banned. Duck horns??
6621, Ya beats trash nigga #SosaOnTheBeat fuck who don't like!
1002, Bitches hate kim k &amp; bring up she sucked dick too get famous . Yall bitches suck dick &amp; barley get a text back soooooo &# ;
665,no lie tho i'm weak for a pretty bitch. have me doing all type of shit that ain't really me.
2738, ya fag
4389,lmfaoooo Wiz is a perfect example of how fame can get you bitches. He looks like your typical tweaker homeless woman.
15791, well I for damn sure ain't putting on no pussy ass romo jersey
1736, If they trash in yr or he'll waive it lol
3402, No that's what u think I just don't like pussy boys who run they mouth but they can't back they words up.
1422,niggas are jus like btchs talking bout a hoe then right back in her face dnt come to me talking bout nan hoe if you gne b right back fwher&# ;
5463, everybody turning into assholes this year. Look what you&# ;ve bitches have done to us.
4552,When a bitch I don't like laugh at my joke 
4269,S/O to flowing wells varsity soccer tomorrow yall are playing ironwood Kick their asses. I'm pretty sure this fag is playing 
3023," ""These hoes ain't loyal"" = Women of this generation cannot be trusted."
16205, i still live with hope that one day a hot rich boy will fall in love with me even though im trash
4092,""" I probably wouldn&# ;t mind school as much if we didn&# ;t have to deal with bitch ass teachers"". Retweet"
7842,Ray Rice is a bitch &amp; his wife is stupid for staying by his side.
3116,", why not animal crackers. i want animal crackers shaped like master chiefs and trolls and gun's and shit, thatd rule."
2030,"I would went in on that ref hell, with a post game interview saying he called me sad and trash."
9079, Some hoes live jus to hit the clubs every weekend .. &# ;&# ;
9892," Not today, bitch. Not today soooo ur a black feminist. U do know how pointless that i&# ;"
531, Tbh I left all my hoes alone &# ;
3245,"The Office, fuzzy socks, and my favorite blanket is literally all I need in life rn"
1044,"#rejectedpeanutsspecials Its The Grape Crackhead, Charlie Brown!"
3955,Carl try eat the pussy but that big ass nose be fucking shit up
1520,"""when rappers say twat it makes me feel weird"" &# ;&# ;&# ;&# ;"
8232,Salute &# ; Spit on my chest like a nasty bitch.
30, yer dirty pussy
4330,She said to bring a bitch of mine &# ;done &# ;&# ;&# ;
2479,"I got the streets ina headlock, i got yo bitch ina leg lock!"
16545,You can't put anything past a New York bitch. Or a Detroit bitch. Or a Chicago bitch.
650," Pac was real af on ""Temptations"". Thats exactly how it be for niggas getting money and bitches"
137, Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar 
1491, My nigga know he a bitch
3213, That's a cute and fuzzy one...hehehe ;)
1162,"one time for the real niggas , two times for the bad bitches ."
7217, you're a fucking nigger
2995, i tell it how it is if yu ain uh bitch or uh hoe i call yu by yo name
7358," Finally! Warner Bros. making superhero films starring a woman, person of color and actor who identifies as ""queer"" "
2404, If you cant pass the asvab you might as well just go full retard
8987,Then again... i shoot bitches in the ass for doing some stupid shit like key my car or bust my windows.
8687, Water is wet. Nike DC is trash.
9537,I really wish I owned a rocket launcher to use on every retard driving in front of me today #roadrage
3224,Daiya Nagore gets her pussy fucked and sucks cock for&# ;pleasure. 
8224, Niggas gossip like hoes I'm sleep tho
811,&# ; you a bitch&# ;they need to lock yo ass up for sayin some stupid shit like that
976," If you brush off a guys compliment just because you have a boyfriend, you're a bitch"
3821,The solution is simple : buy a bitch
1239, Chicago will not refund $ . million made from red light tickets issued after yellow lights were shortened 
5361,""" #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there"
3341,His bitch ass a hoe ass nigga prolly don't get no pussy
2619,Pisses me off so much when Brett screams fag or whore out the window at people
15177,I used to chug vodka and orange juice. I also used to chug vodka and gatorade... I used to chug vodka.
3655, Sounds like there are some major bitches in your area.
1008," Liquor before beer you're in the clear, beer before liquor you'll be fine don't be a bitch"
8192,kit kats trash
986, Aint got time for no mufuckin fake friends smoke weed fuck hoes nigga drank gin
9198,"Welcome to our land of dispossession! Check out the evil, racist whitey sitting on steps etc. ""Reconquista, Woo Hoo!!"
1579,So now been trill is trash cus asap said so &# ; ok
2057," You had me at, ""I hate that bitch too"""
9018,There are types of niggas in this world. Real niggas ... &amp; bitch niggas
4167, that nigguh sucks
587,Now the bitch tryin to do vids too? Gurl sit cho ass down
2337, I don't hunt birds unless you count shooting dove out of season off my power line with a bb gun
7198,Chances make champions nicca ain't nothing stopping you!
3988,Always broke niccas how yu Robbin
1663, Check out the homie for that sole sauce! That stuff does miracles!!! 
2122,"Call me a dumb bitch but ion even know wtf ""Ebola"" is &# ;&# ;"
1435,Dallas hoe Why 
1701,Weed nigguh.. Retweet that
96, I know where I would be tonight if I was in #ATL #MansionElan I can bet that bitch gone be lit tonight &# ;&# ;
1760,I don't hold feelings for my old flings I jus trade dem bitches in like my old range!! #Cap 
1508, Team no hoes &# ;&# ;
8773, Y'all so trash 
499,#Shoutout to my #MackTown niccas!
2520,never trust a hoe
2513, she might be the one DONT be a bitch
15399, Shit ill pay the premium to get away from these anything ass hoes
5971,An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!
5060, Wow the stupid nigger in LeBron really came out there
9174,"After I say some shit I just be like "" wow that was so uncalled for , you're really a bitch "" &# ;&# ; attitude on &# ;"
609,Why do the#teabaggers like this bald asshole complain about how long a bill is? Should we just draw you morons pictures. #morningjoe
3275," I could never mess around with someone else's man, like that's just clarifying your self as a side hoe."
5083, How Shy People Flirt. Learn tips from the best! 
1356,"Bad chicks send em in.. Basic hoes toss em out, can't even get Waffle House.. Hating niggas chalk em out gone get the coffin out"
462,#StopWhitePeople cases of West Nile virus infections reported in Orange County this year; dead birds found carrying virus
7996,"One of my favorite songs. ""There's a man on the shoreline with a white parakeet trying to make his bird go home."" "
261," If u looked good in highschool and wack now, I know that pussy been thru some shit"
7969,&# ; look at my benz bitch I've been the shit 
6705,"&# ; cool story bitch, now pass the blunt&# ; bitch"
3305, Why do these hoes think it's cute to take pictures kissing eachother ? #gaggggg
7877,My Twitter app is poo trash.
2552,My dawg told me it's a must I be this Saturday ROCKIN that bitch wit Tha&# ; 
4240,"I'm nice to everyone, but don't let this pretty smile confuse you, because i can turn to bitch in nanoseconds."
3646," hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?"
1036, You don't know where your boyfriend is at on a Saturday night? LOL He fucking other bitches that's where he's at
2827, that nigga spun around in the pussy.
2468,Wow... RT So THIS is why big titties were slandered today?!!&# ; U bitch! Stop the bullshit ... 
334,Man that bad bitches/broke niggaz tweet was a trap.I feed bullshit negativity and niggaz line up for a plate.
2067,"everybody's favorite phrase to try and end an argument ""You do you and I do me"" lmao faggots"
3366,AND #NorthKorea called #Barack a monkey. LOL! RT! *If the shoe fits! 'Cause it sure looks like he married one! 
4538,&# ; Some of yall hoes nasty yall find out yall sharing or shared dick with a dirty ass female and still fuck the nigga &# ;&# ;
5429,Can my school please fuckin remove these random ass trash cans in the middle of the hallway that I always fuckin run into
3766, Guys say &# ;don&# ;t wear leggings if you don&# ;t got no ass&# ; &amp;I see you pussies walking around in muscle shirts without any mus&# ;
9848,hit the strip club and see some bitches I went to school with......
3361,Fuck ass redskin corners
1908,"He said we gon be paying a bitch rent, I'm not even tryna buy her an extra sweet and sour sauce at McDonalds"
3363," ""People need to mind they business"" bitch this the Internet. stop posting shit then"
1637, I was bout to smack a bitch.
5996, After these shows yall bitches imitate n wonder u I say d things I say
8255,Life ain't shit but bitches &amp; money
8633, that fat bitch ruined everything &# ;&# ; fuck it though I was super burnt
1592, You notice that im the real them other bitches is wack
592,Yall live for bitches and blunts. We live for weed and money!!!!!!
2711,"""Your teeth are like the stars."" ""Aww thanks!"" ""Yeah... yellow and far away from each other."""
2667, LMFAO thats dead them hoes gotta pay
2333, Gabby why are you so ghetto?
299, this bitch is no help at all 
5309, Hit a bitch it's not like you can see the bruises
9205, brandy wanna b down ass bitches &# ;
2668," Give me three wishes I wish, I wish, I wish, you would bitch"
823,my bitch look like a black barbie n nigga imma ken doll breath smellin like filet mignon and menthols..
2168, right in the pussy
1431, but when its the same method other colonial states employed france england... They dont get to bitch when its their playbook
8733,Early bird catches the worm &# ;
2518," ""nah go talk to ur hoes since u dont wanna text back n shit"" "
910, lucky as bitch ft. Juicy J
2703,You hoes are in for a pleasant surprise &# ;&# ;
2535,Wake up bitches
8638, lol his matches from the early 's when he was IC champion the bitches really would go ham
5062,That ass so retarted it belongs on a short yellow bus.&# ;&# ;
